	HC22	HC140	HC3	HC152	HC158	HC155	HC75	HC91	HC72	TA1	TA54	HC137	TA13	HC66	TA75	TA79	TA66	HC55	TA26	HC78	HC49	TA42	HC5	TA32	TA6	HC85	TA30	HC81	HC118	HC33	HC144	TA60	HC26	HC62	HC129	HC104	HC2	HC9	HC111	HC100	HC132	TA36	TA50	HC121	TA28	HC37	TA16	TA46	TA23	HC16	HC124	HC89	TA38	HC108	HC1	TA57	HC115	HC52	HC69	TA72	HC96	HC149	HC6	TA63	HC23	TA47	HC133	HC56	TA29	TA73	TA76	HC63	TA58	HC92	TA39	HC40	TA43	HC79	HC86	HC82	HC141	HC145	TA27	HC20	TA7	HC156	TA51	TA37	HC125	HC24	HC57	TA70	TA17	HC12	HC4	TA67	HC44	TA48	TA24	HC70	TA77	HC17	HC159	HC25	HC45	HC142	HC64	TA20	HC7	HC58	HC76	TA55	TA33	HC30	TA44	HC119	HC105	HC116	TA80	TA64	HC138	HC112	TA10	HC93	TA14	TA31	HC27	TA59	TA68	TA3	TA25	HC67	HC8	HC15	HC34	TA18	HC38	TA8	HC50	TA78	TA61	TA21	HC126	TA74	HC46	HC60	HC59	TA52	TA49	HC130	TA34	HC134	HC90	TA2	TA56	TA65	HC73	TA45	HC68	HC153	HC65	HC28	TA71	HC41	HC61	TA40	HC21	HC83	HC18	HC143	HC77	TA11	TA4	TA35	HC11	HC35	HC94	HC135	HC47	HC80	HC127	HC117	HC29	HC139	HC109	HC157	HC53	TA53	TA15	HC84	TA5	HC146	TA19	TA62	HC71	HC160	HC113	HC14	HC136	TA41	HC74	HC39	HC106	TA22	HC120	HC97	HC128	HC19	TA9	TA12	HC131	TA69	HC42	HC51	HC48	HC95	HC36	HC122	HC87	HC54	HC114	HC147	HC13	HC98	HC31	HC10	HC43	HC107	HC150	HC148	HC123	HC110	HC151	HC32	HC99	HC88	HC154	HC101	HC102	HC103
TA54	0.499614	0.68757	0.781866	0.628217	0.563442	0.829258	0.740998	0.816977	0.588098	0.596301	0.0	0.630035	0.542568	0.734617	0.529019	0.670202	0.778649	0.385343	0.552243	0.743182	0.766285	0.416865	0.724487	0.710755	0.407934	0.509855	0.418272	0.503278	0.665145	0.802841	0.679498	0.364376	0.411062	0.577001	0.432381	0.755136	0.679464	0.5602	0.480518	0.714458	0.86086	0.576364	0.655651	0.831794	0.438493	0.625302	0.407975	0.378787	0.387624	0.684595	0.539832	0.725809	0.394729	0.666083	0.686631	0.449081	0.580207	0.664063	0.58983	0.365223	0.665501	0.779357	0.604257	0.380957	0.616985	0.357609	0.836549	0.495054	0.704916	0.461531	0.542435	0.701571	0.346785	0.726302	0.351435	0.725765	0.450169	0.656335	0.78946	0.797895	0.718343	0.858412	0.346944	0.588529	0.492311	0.542771	0.315032	0.450909	0.59939	0.730496	0.80356	0.327686	0.557807	0.611209	0.638772	0.761918	0.856205	0.4514	0.580479	0.576299	0.453872	0.750831	0.670864	0.653702	0.605938	0.502408	0.865364	0.508436	0.795551	0.714353	0.755462	0.415895	0.538851	0.830612	0.658156	0.57937	0.746995	0.701861	0.580472	0.431923	0.686717	0.761203	0.376243	0.844792	0.629519	0.60459	0.577262	0.445288	0.429501	0.833067	0.41708	0.682668	0.630725	0.625526	0.862438	0.48698	0.652495	0.477761	0.543024	0.429787	0.35267	0.750178	0.732298	0.504536	0.584635	0.717915	0.704305	0.436593	0.586423	0.614277	0.516055	0.749162	0.724174	0.733837	0.376401	0.530702	0.744965	0.602997	0.423919	0.542269	0.790973	0.56906	0.528376	0.811751	0.559438	0.648696	0.621952	0.801696	0.736802	0.644125	0.711327	0.758419	0.538054	0.364833	0.387327	0.703981	0.773507	0.716752	0.546059	0.710568	0.632388	0.805756	0.796673	0.659105	0.630714	0.824652	0.823073	0.395079	0.656862	0.683327	0.724348	0.787211	0.775687	0.556578	0.867034	0.575518	0.688593	0.638269	0.852316	0.54494	0.774616	0.748205	0.705422	0.74712	0.535219	0.650289	0.816807	0.804009	0.613327	0.649085	0.729112	0.743983	0.758207	0.721023	0.538711	0.717945	0.729334	0.535242	0.740539	0.684587	0.680649	0.786747	0.523718	0.753912	0.681299	0.640935	0.72196	0.844651	0.496736	0.717673	0.743761	0.638266	0.681311	0.710113	0.541882	0.582881	0.675838	0.528006	0.806037	0.512833
HC137	0.374747	0.479015	0.600297	0.503607	0.471995	0.75517	0.593592	0.601106	0.345485	0.514005	0.630035	0.0	0.40695	0.452374	0.417851	0.547956	0.558194	0.588668	0.415196	0.502176	0.448508	0.640898	0.529099	0.467409	0.614427	0.49641	0.671673	0.604342	0.419899	0.732695	0.547781	0.616919	0.706838	0.449341	0.687787	0.495092	0.497199	0.447229	0.475557	0.582373	0.771	0.471012	0.536867	0.607891	0.65492	0.511182	0.556981	0.586298	0.656057	0.52695	0.522924	0.446933	0.767088	0.613279	0.571237	0.609829	0.577353	0.540825	0.359634	0.730498	0.547319	0.620675	0.449738	0.607339	0.648474	0.69968	0.651533	0.306524	0.53469	0.477963	0.533724	0.420687	0.674598	0.531729	0.710056	0.430253	0.522856	0.37228	0.514578	0.490605	0.478146	0.680634	0.639874	0.388759	0.555842	0.520517	0.744183	0.754287	0.462351	0.597632	0.566901	0.711541	0.764158	0.612384	0.480396	0.571806	0.63926	0.61258	0.550001	0.372383	0.67383	0.592725	0.485204	0.353545	0.393881	0.423404	0.671097	0.469791	0.586029	0.471801	0.772345	0.750671	0.503195	0.644884	0.531855	0.496082	0.514466	0.694388	0.559232	0.671091	0.454317	0.622015	0.657593	0.632467	0.442913	0.53245	0.519225	0.503601	0.467995	0.655332	0.695415	0.366133	0.50485	0.522714	0.694817	0.49049	0.434866	0.701137	0.627574	0.592799	0.716944	0.490351	0.526957	0.527466	0.632548	0.505349	0.419062	0.815614	0.579	0.539556	0.742339	0.460604	0.627616	0.632601	0.716981	0.608727	0.515731	0.604855	0.579162	0.628949	0.605261	0.434057	0.50242	0.563399	0.473618	0.494669	0.43556	0.571877	0.587656	0.421417	0.400885	0.507778	0.677037	0.726893	0.63591	0.438233	0.558601	0.482178	0.483059	0.504997	0.508127	0.72883	0.566454	0.43196	0.533413	0.631171	0.61878	0.734409	0.573802	0.596433	0.507269	0.655138	0.663308	0.727764	0.666684	0.391787	0.597598	0.574609	0.630408	0.409552	0.693886	0.46248	0.443445	0.599777	0.547785	0.396656	0.737924	0.542543	0.693317	0.58331	0.60754	0.508498	0.534479	0.603892	0.663861	0.541431	0.490638	0.547784	0.608248	0.516437	0.386702	0.633314	0.389285	0.664952	0.627769	0.423263	0.556714	0.77993	0.575514	0.471461	0.660213	0.512743	0.612235	0.564338	0.4629	0.446765	0.425621	0.525932	0.642637	0.441011
TA13	0.465749	0.512309	0.656956	0.476369	0.440614	0.74353	0.576089	0.5603	0.530121	0.413731	0.542568	0.40695	0.0	0.407701	0.26935	0.474928	0.530892	0.609841	0.35673	0.444177	0.409643	0.560245	0.559992	0.552271	0.596888	0.326832	0.563041	0.538924	0.461853	0.647945	0.617183	0.564471	0.601042	0.428014	0.561336	0.53724	0.597262	0.475822	0.565902	0.633594	0.840564	0.532828	0.494159	0.730763	0.591232	0.519331	0.487876	0.510504	0.563274	0.689928	0.593887	0.606037	0.692747	0.647277	0.648335	0.567298	0.617568	0.684961	0.521148	0.655901	0.701344	0.65288	0.502632	0.590012	0.694131	0.59495	0.711469	0.372262	0.473264	0.402823	0.524106	0.517557	0.66495	0.561333	0.589453	0.551281	0.451643	0.37483	0.46391	0.453906	0.533534	0.717978	0.542565	0.393953	0.543677	0.527857	0.626291	0.686891	0.52243	0.716715	0.539974	0.584971	0.696417	0.68077	0.506507	0.564343	0.840967	0.553103	0.488902	0.457243	0.581197	0.476203	0.588202	0.451686	0.506311	0.427391	0.677882	0.468318	0.659068	0.535668	0.802682	0.62436	0.516556	0.69351	0.497661	0.647256	0.60505	0.788565	0.530294	0.567017	0.642285	0.6768	0.612324	0.666225	0.382871	0.372412	0.598025	0.510626	0.500686	0.705926	0.605727	0.40084	0.477116	0.645793	0.671622	0.369752	0.470785	0.703768	0.648069	0.593564	0.591126	0.53035	0.559197	0.379506	0.662694	0.547417	0.344583	0.778542	0.483647	0.609519	0.603041	0.632792	0.600942	0.640046	0.634488	0.543189	0.645561	0.567081	0.489447	0.678788	0.706177	0.315914	0.455107	0.566771	0.362896	0.3716	0.555094	0.616888	0.656245	0.414573	0.482601	0.475041	0.67284	0.682499	0.653569	0.53268	0.641081	0.454251	0.407918	0.433422	0.651346	0.621588	0.631956	0.467786	0.647565	0.725891	0.713288	0.569959	0.406864	0.68484	0.415855	0.678189	0.602317	0.76704	0.662871	0.406344	0.687169	0.637282	0.580934	0.228879	0.763394	0.445237	0.512232	0.591163	0.63921	0.542607	0.816515	0.63043	0.55698	0.449747	0.652267	0.417	0.590054	0.65565	0.668007	0.600178	0.428161	0.5139	0.641921	0.63029	0.499095	0.544916	0.440472	0.674386	0.656554	0.427939	0.578471	0.74161	0.628499	0.648924	0.713035	0.685818	0.606652	0.694529	0.577367	0.389862	0.457785	0.653212	0.701452	0.354323
HC66	0.595102	0.432212	0.449019	0.451508	0.565853	0.793583	0.610491	0.519529	0.623223	0.580956	0.734617	0.452374	0.407701	0.0	0.45055	0.598552	0.421659	0.730881	0.495029	0.488706	0.243868	0.71393	0.595497	0.557437	0.745566	0.497814	0.753545	0.592578	0.510533	0.690464	0.652143	0.729426	0.756618	0.550184	0.768118	0.384993	0.64366	0.58128	0.680082	0.385201	0.853089	0.637512	0.585583	0.756081	0.726329	0.640934	0.667529	0.705764	0.751992	0.698166	0.701235	0.65607	0.811411	0.712653	0.701942	0.73719	0.691066	0.725951	0.613618	0.819612	0.746684	0.709859	0.546218	0.749482	0.757622	0.767213	0.667268	0.501318	0.587479	0.56801	0.630982	0.591877	0.780451	0.609596	0.778256	0.588912	0.606665	0.495811	0.317033	0.322889	0.490089	0.779325	0.71407	0.445368	0.669706	0.637778	0.803373	0.829526	0.597509	0.731456	0.43428	0.748661	0.824075	0.748338	0.557747	0.677498	0.877312	0.697391	0.632965	0.5295	0.716676	0.391967	0.672179	0.5201	0.606043	0.533089	0.498028	0.609483	0.660018	0.606382	0.853863	0.795734	0.649107	0.492547	0.654895	0.725368	0.610212	0.834584	0.656299	0.749905	0.711336	0.429555	0.740776	0.499881	0.52039	0.534811	0.687763	0.633623	0.628807	0.662161	0.764981	0.469361	0.556199	0.694237	0.714791	0.547134	0.542357	0.808866	0.723194	0.676367	0.780486	0.408341	0.483564	0.533166	0.739639	0.60548	0.436781	0.904313	0.658814	0.678289	0.788223	0.713758	0.68004	0.705154	0.79012	0.700587	0.713357	0.67924	0.637445	0.749645	0.436264	0.440034	0.595884	0.378417	0.500629	0.509469	0.590316	0.49345	0.670207	0.472573	0.470038	0.452947	0.778031	0.801922	0.750065	0.350075	0.486995	0.428288	0.56069	0.481344	0.711569	0.63659	0.338286	0.509236	0.669474	0.686992	0.636268	0.762811	0.529391	0.77605	0.486438	0.496542	0.72157	0.811672	0.684274	0.523523	0.729918	0.673119	0.413751	0.432122	0.802659	0.497509	0.53921	0.677646	0.680315	0.565919	0.839515	0.654382	0.726415	0.600544	0.684239	0.508152	0.640812	0.420448	0.750945	0.638485	0.471917	0.676862	0.675697	0.623518	0.413615	0.554846	0.511007	0.704111	0.707653	0.46136	0.493145	0.734652	0.732513	0.667835	0.752353	0.767179	0.6852	0.724649	0.69512	0.539843	0.481407	0.699976	0.681105	0.507172
TA75	0.397802	0.495238	0.648115	0.467013	0.426344	0.734306	0.533729	0.54078	0.492935	0.439451	0.529019	0.417851	0.26935	0.45055	0.0	0.457692	0.581904	0.549435	0.331012	0.443784	0.449759	0.544242	0.585404	0.55194	0.525351	0.36941	0.543564	0.524172	0.482452	0.647213	0.592413	0.498977	0.594717	0.364835	0.520943	0.543099	0.568705	0.408373	0.487944	0.634788	0.813075	0.510564	0.55462	0.731254	0.483444	0.568599	0.456138	0.536201	0.528147	0.605861	0.494588	0.599665	0.654725	0.589423	0.576463	0.490466	0.535828	0.632939	0.463552	0.602318	0.604765	0.662333	0.462539	0.528613	0.577637	0.490847	0.70671	0.328618	0.545784	0.375531	0.459477	0.492397	0.583756	0.564989	0.57634	0.567385	0.440002	0.412488	0.477761	0.453939	0.551696	0.715392	0.528267	0.332705	0.430677	0.426262	0.594918	0.598887	0.467587	0.711107	0.540312	0.570841	0.598428	0.543717	0.421562	0.543409	0.835614	0.471202	0.548025	0.439054	0.552907	0.520104	0.554745	0.449055	0.441437	0.383796	0.684698	0.377227	0.66549	0.538172	0.748584	0.618531	0.44195	0.697041	0.46506	0.623654	0.604234	0.675287	0.458271	0.594363	0.598252	0.608892	0.546011	0.667127	0.421329	0.424084	0.49005	0.414268	0.43905	0.720118	0.482015	0.448001	0.422831	0.549754	0.709379	0.425017	0.473205	0.569636	0.621108	0.464394	0.507912	0.564526	0.573372	0.33787	0.599894	0.552026	0.425455	0.647566	0.557067	0.514944	0.615477	0.635297	0.590003	0.647455	0.570427	0.501487	0.657363	0.611206	0.459446	0.579913	0.67885	0.333937	0.439639	0.614291	0.328771	0.417893	0.537421	0.61768	0.615214	0.39428	0.50495	0.507083	0.622509	0.566948	0.576236	0.54116	0.645644	0.489638	0.412994	0.442483	0.547912	0.611235	0.642672	0.487595	0.595587	0.709382	0.746577	0.589807	0.440223	0.614381	0.494345	0.714165	0.589806	0.623366	0.681113	0.372004	0.643713	0.627453	0.579923	0.304482	0.742097	0.498947	0.549596	0.617214	0.53294	0.451062	0.789291	0.660884	0.578104	0.552988	0.602082	0.459437	0.579491	0.670294	0.628804	0.597736	0.466097	0.532127	0.618771	0.594833	0.54342	0.553997	0.412446	0.647084	0.595433	0.482592	0.541288	0.711919	0.534185	0.639599	0.646055	0.608542	0.564104	0.614788	0.491696	0.363893	0.507527	0.573961	0.676792	0.271224
TA79	0.470238	0.443887	0.596787	0.498785	0.596283	0.663313	0.576097	0.586949	0.597262	0.43956	0.670202	0.547956	0.474928	0.598552	0.457692	0.0	0.562047	0.730575	0.522938	0.409646	0.550027	0.740079	0.652809	0.40683	0.776529	0.636874	0.781029	0.583745	0.449158	0.665353	0.691379	0.619752	0.759316	0.659761	0.690098	0.518362	0.693928	0.548583	0.655585	0.438565	0.719801	0.470665	0.349794	0.554903	0.66281	0.561155	0.553857	0.753683	0.717175	0.525117	0.71553	0.668913	0.839388	0.605608	0.681026	0.774478	0.683033	0.56568	0.595026	0.830467	0.578774	0.548988	0.406421	0.767911	0.816198	0.690509	0.554976	0.478023	0.444666	0.498727	0.355167	0.54104	0.758219	0.521519	0.763538	0.53228	0.439721	0.401308	0.537604	0.52935	0.401114	0.681865	0.720354	0.535188	0.539678	0.493369	0.796781	0.789421	0.600607	0.476995	0.503106	0.716011	0.811163	0.708443	0.595805	0.320598	0.65074	0.669415	0.46663	0.668229	0.666433	0.523183	0.604684	0.447051	0.591465	0.507069	0.61966	0.509817	0.62831	0.510644	0.752111	0.77411	0.502885	0.627896	0.261754	0.625502	0.441727	0.735155	0.579306	0.835804	0.510629	0.712413	0.792005	0.647711	0.323142	0.586333	0.686828	0.442421	0.645025	0.528977	0.698529	0.404315	0.417617	0.628218	0.69357	0.541939	0.56601	0.674415	0.78952	0.577943	0.731813	0.514779	0.4042	0.522807	0.687148	0.417033	0.577763	0.821165	0.417804	0.613459	0.778404	0.608136	0.366189	0.65923	0.698588	0.618844	0.508396	0.743068	0.718708	0.824174	0.591987	0.469823	0.497861	0.65711	0.52879	0.414343	0.475564	0.609871	0.677264	0.345565	0.477834	0.470732	0.827016	0.751708	0.787505	0.597689	0.445974	0.335763	0.638501	0.494304	0.48228	0.604741	0.612065	0.441715	0.56652	0.547832	0.535665	0.76582	0.345258	0.661381	0.470789	0.648576	0.556049	0.771614	0.696095	0.518524	0.646523	0.733171	0.594995	0.502244	0.594031	0.502996	0.623067	0.485966	0.774839	0.633548	0.678497	0.626462	0.605219	0.61311	0.535528	0.414998	0.399603	0.540911	0.805761	0.620523	0.47977	0.703083	0.655108	0.611715	0.479108	0.553658	0.414887	0.622217	0.662737	0.529259	0.539189	0.673525	0.624612	0.555811	0.748432	0.567291	0.664949	0.769141	0.557435	0.577674	0.419992	0.775725	0.644018	0.482906
TA66	0.702175	0.447665	0.477264	0.524516	0.787864	0.870464	0.674205	0.480784	0.720564	0.678412	0.778649	0.558194	0.530892	0.421659	0.581904	0.562047	0.0	0.88737	0.632329	0.522923	0.3862	0.840013	0.714415	0.535596	0.901389	0.698721	0.864186	0.755201	0.680457	0.836138	0.767698	0.805864	0.843799	0.710455	0.865062	0.461845	0.768365	0.692958	0.807672	0.490958	0.821502	0.713671	0.50843	0.704606	0.812837	0.809221	0.759997	0.859426	0.859057	0.785242	0.824547	0.737219	0.92976	0.708372	0.827534	0.887974	0.858719	0.820317	0.748154	0.930413	0.844429	0.833265	0.626363	0.893635	0.938016	0.854194	0.651857	0.645704	0.474186	0.667754	0.679762	0.660135	0.858553	0.806647	0.868397	0.678117	0.701408	0.52059	0.29641	0.431941	0.553886	0.764455	0.848733	0.495174	0.773837	0.698288	0.904874	0.919551	0.728346	0.732077	0.437477	0.83845	0.939135	0.844894	0.718591	0.620583	0.896869	0.801729	0.727151	0.576788	0.834789	0.567202	0.753519	0.610949	0.730785	0.630589	0.565292	0.724637	0.651268	0.563539	0.870355	0.869177	0.711393	0.491872	0.624819	0.878539	0.645485	0.831983	0.788559	0.922574	0.740401	0.567545	0.888513	0.517189	0.498532	0.521945	0.849506	0.603161	0.76332	0.605978	0.852469	0.507053	0.721778	0.702892	0.829057	0.59778	0.579953	0.840785	0.881974	0.740498	0.858366	0.302235	0.488098	0.638449	0.823918	0.7847	0.483798	0.951897	0.562771	0.74715	0.877137	0.756171	0.703306	0.648543	0.837847	0.730467	0.641368	0.572826	0.819425	0.926619	0.547482	0.660153	0.549377	0.289079	0.682793	0.455896	0.716072	0.410448	0.736746	0.509805	0.545247	0.421306	0.919584	0.909387	0.885463	0.514569	0.467488	0.504024	0.774046	0.615147	0.705483	0.711616	0.399011	0.68005	0.804155	0.664	0.580387	0.848901	0.478232	0.829195	0.329928	0.512204	0.702033	0.892888	0.861656	0.649381	0.780651	0.80991	0.440788	0.608203	0.854726	0.555047	0.668557	0.606733	0.875486	0.67033	0.821194	0.657183	0.798261	0.484819	0.869673	0.435991	0.668128	0.544072	0.901648	0.726501	0.516014	0.840928	0.860142	0.71375	0.60482	0.669024	0.693659	0.807	0.785949	0.578854	0.513242	0.790933	0.857048	0.790893	0.8995	0.827609	0.797752	0.904898	0.797582	0.746152	0.67292	0.849021	0.639246	0.610643
HC55	0.469351	0.729981	0.851592	0.735282	0.532128	0.801927	0.752772	0.852363	0.526962	0.573527	0.385343	0.588668	0.609841	0.730881	0.549435	0.730575	0.88737	0.0	0.589819	0.777038	0.783525	0.347076	0.733673	0.725122	0.378517	0.458746	0.474179	0.468755	0.564266	0.784876	0.682638	0.34525	0.385422	0.583954	0.447521	0.764438	0.637261	0.587243	0.386194	0.736546	0.890286	0.513866	0.749773	0.805309	0.470207	0.510964	0.344622	0.311341	0.338739	0.638258	0.47432	0.71416	0.376238	0.757095	0.667311	0.395908	0.533276	0.59787	0.520961	0.357726	0.597286	0.67023	0.586264	0.340925	0.565244	0.412934	0.801809	0.452313	0.743532	0.519157	0.578186	0.673854	0.377263	0.601925	0.342941	0.649008	0.501157	0.639496	0.851111	0.808161	0.658342	0.867808	0.31727	0.660295	0.518837	0.657994	0.400717	0.451222	0.598427	0.729308	0.861335	0.391235	0.493633	0.629073	0.599198	0.789526	0.807169	0.467493	0.574375	0.572442	0.485968	0.768211	0.684295	0.614229	0.576147	0.429339	0.901508	0.428475	0.847254	0.787287	0.81768	0.413276	0.570095	0.889922	0.698234	0.491502	0.691707	0.765403	0.616309	0.379249	0.64388	0.800457	0.386721	0.860543	0.660881	0.677101	0.519084	0.548027	0.349958	0.818476	0.416278	0.678196	0.56001	0.686443	0.803353	0.507192	0.631704	0.591696	0.492394	0.471768	0.392173	0.798108	0.725292	0.511395	0.578426	0.611929	0.710006	0.474425	0.659167	0.642176	0.506443	0.708867	0.721333	0.77976	0.449971	0.580718	0.76735	0.754587	0.308551	0.495305	0.773353	0.611868	0.516752	0.890191	0.514809	0.752428	0.509472	0.845724	0.787544	0.681188	0.64681	0.839489	0.561657	0.380325	0.346093	0.653206	0.762392	0.730668	0.45423	0.753394	0.58069	0.849584	0.771592	0.556466	0.504896	0.78021	0.817029	0.421774	0.716283	0.729813	0.853918	0.850206	0.844571	0.564383	0.786647	0.611901	0.727566	0.559302	0.88289	0.57915	0.691664	0.759453	0.684784	0.784041	0.511403	0.610896	0.841251	0.854552	0.579977	0.753015	0.605535	0.834001	0.728494	0.738526	0.490635	0.681464	0.778018	0.439381	0.651718	0.706575	0.622412	0.828762	0.463767	0.719766	0.725119	0.656763	0.761386	0.827662	0.454124	0.610679	0.710138	0.618838	0.657108	0.631142	0.408974	0.519212	0.57756	0.447339	0.869915	0.583406
TA26	0.41488	0.459508	0.561587	0.438156	0.435397	0.748864	0.519996	0.550456	0.445286	0.511364	0.552243	0.415196	0.35673	0.495029	0.331012	0.522938	0.632329	0.589819	0.0	0.471021	0.488043	0.515231	0.555523	0.543363	0.545513	0.371153	0.573144	0.546433	0.462992	0.657368	0.442829	0.522342	0.641794	0.462014	0.504639	0.557019	0.458277	0.425125	0.454434	0.649754	0.757758	0.51745	0.606637	0.727707	0.506647	0.558365	0.476571	0.511667	0.579049	0.592714	0.492304	0.485644	0.666591	0.551823	0.554338	0.549112	0.526533	0.573344	0.481533	0.626348	0.600351	0.660131	0.439578	0.500687	0.623386	0.565321	0.712195	0.390379	0.676762	0.429479	0.515979	0.464778	0.57129	0.532793	0.566063	0.466355	0.535636	0.52942	0.536037	0.507059	0.557414	0.67812	0.531236	0.371477	0.482422	0.457999	0.592	0.667903	0.410297	0.67387	0.604615	0.588206	0.672681	0.541252	0.39346	0.556057	0.823005	0.520322	0.577844	0.352431	0.616904	0.535628	0.55447	0.499583	0.421184	0.409856	0.655691	0.448878	0.64861	0.559297	0.6951	0.621346	0.478382	0.695551	0.465925	0.538486	0.613644	0.647805	0.435379	0.57343	0.596765	0.6526	0.577698	0.598923	0.537818	0.520668	0.470318	0.486012	0.411677	0.74317	0.579862	0.548729	0.466766	0.534981	0.678204	0.521143	0.43532	0.60968	0.599397	0.501222	0.57456	0.632882	0.589343	0.428693	0.540791	0.524174	0.461631	0.728195	0.583594	0.522145	0.651851	0.568458	0.647798	0.647045	0.567061	0.481446	0.66603	0.658586	0.491277	0.6154	0.574514	0.386948	0.492308	0.648606	0.389946	0.469246	0.522839	0.67848	0.651371	0.416764	0.360626	0.606268	0.624371	0.640802	0.57788	0.451066	0.646646	0.569159	0.415866	0.523165	0.533154	0.632915	0.682291	0.463933	0.538166	0.744999	0.756404	0.584029	0.538881	0.614965	0.569754	0.645588	0.639757	0.655132	0.639288	0.377183	0.623717	0.507184	0.592995	0.361129	0.7728	0.531307	0.461349	0.714725	0.515277	0.429192	0.716423	0.700246	0.567447	0.613551	0.594312	0.520096	0.560784	0.682487	0.628308	0.58866	0.519142	0.508295	0.607028	0.544418	0.503435	0.626494	0.44703	0.64566	0.583943	0.504385	0.535373	0.710923	0.49187	0.560873	0.612871	0.606942	0.526962	0.624073	0.576075	0.399413	0.523394	0.537775	0.641628	0.431278
HC78	0.545278	0.445361	0.475512	0.417815	0.524287	0.659568	0.548906	0.538105	0.584799	0.460363	0.743182	0.502176	0.444177	0.488706	0.443784	0.409646	0.522923	0.777038	0.471021	0.0	0.398178	0.73983	0.626111	0.554764	0.783241	0.624814	0.791329	0.506094	0.495834	0.575121	0.618931	0.670692	0.785755	0.650117	0.688381	0.386025	0.613537	0.507528	0.642597	0.543454	0.713754	0.656359	0.480283	0.58353	0.668162	0.68699	0.658513	0.765984	0.759104	0.64606	0.674166	0.509092	0.831311	0.613727	0.646353	0.767831	0.620697	0.684558	0.526481	0.837432	0.698538	0.684508	0.507725	0.734734	0.786846	0.744048	0.691005	0.530061	0.599579	0.556846	0.561126	0.443916	0.739245	0.621461	0.797306	0.516619	0.65408	0.563065	0.463333	0.353781	0.424377	0.597374	0.753788	0.43443	0.497806	0.468001	0.806715	0.840284	0.599272	0.66015	0.420913	0.776062	0.825679	0.679135	0.526497	0.37084	0.731833	0.700101	0.653127	0.626517	0.757391	0.334983	0.545517	0.426365	0.52012	0.610371	0.428501	0.636808	0.450018	0.407815	0.774875	0.813018	0.476608	0.49357	0.444873	0.745286	0.508077	0.7237	0.510843	0.824834	0.567339	0.602255	0.77416	0.509747	0.495664	0.620757	0.690018	0.54131	0.665328	0.6429	0.74078	0.385007	0.453322	0.573883	0.601781	0.635809	0.568571	0.767122	0.746309	0.603508	0.785349	0.554475	0.451613	0.539625	0.655929	0.516171	0.533095	0.905416	0.60833	0.563443	0.802353	0.563469	0.530971	0.676357	0.728278	0.688072	0.550369	0.799634	0.702639	0.782962	0.662032	0.412554	0.596338	0.600381	0.462247	0.493557	0.619069	0.542225	0.518072	0.357419	0.51447	0.374393	0.81506	0.798384	0.732903	0.530434	0.466178	0.407895	0.561043	0.409749	0.614056	0.515685	0.642924	0.505037	0.697719	0.550724	0.585887	0.770792	0.525949	0.632103	0.402486	0.521523	0.519085	0.744801	0.58336	0.476246	0.633619	0.666227	0.485094	0.491415	0.779559	0.339218	0.507045	0.702178	0.715613	0.472429	0.698337	0.534626	0.603721	0.682555	0.681919	0.265333	0.474263	0.604227	0.758745	0.60191	0.279562	0.674857	0.584206	0.547138	0.495239	0.398533	0.552384	0.580286	0.661573	0.458824	0.395045	0.596504	0.609468	0.642537	0.751008	0.676765	0.640643	0.739208	0.600121	0.49104	0.539948	0.758123	0.481962	0.478737
